signal_id,source_type,source_name,source_url,title,text,company_name,location,industry,published_at,expected_products,expected_priority
SIG-DEMO-0090,tender,State Procurement Portal,https://demo.example.com/signals/sig-demo-0090,Light diesel oil requirement for ceramic kilns,"Tender notice for LDO supply to medium speed engines, kilns, and industrial heating units.",Jai Bharat Foods,"Visakhapatnam, Andhra Pradesh",Ceramics,2026-07-06,LDO,CRITICAL
SIG-DEMO-0091,tender,GeM,https://demo.example.com/signals/sig-demo-0091,Tender for Bitumen VG-30 for highway widening package,Supply of 3000 MT bitumen for road construction and paving works near Vadodara. Bid closing within 10 days.,National Highways Authority Demo Unit,"Vadodara, Gujarat",Infrastructure,2026-07-07,BITUMEN,CRITICAL
SIG-DEMO-0092,news,Business News RSS,https://demo.example.com/signals/sig-demo-0092,Steel manufacturer announces new blast furnace capacity,"Bharat Process Industries plans a 3250 MTPA expansion with boilers, furnace operations, and captive power needs.",Bharat Process Industries,"Jamshedpur, Jharkhand",Steel,2026-07-08,FO|LSHS|HSD,HIGH
SIG-DEMO-0093,company_page,Company Website,https://demo.example.com/signals/sig-demo-0093,Edible oil plant expansion with solvent extraction line,Coromandel Demo Chemicals is commissioning a solvent extraction plant and oil mill using hexane recovery systems.,Coromandel Demo Chemicals,"Mumbai, Maharashtra",Edible Oil,2026-07-09,HEXANE,HIGH
SIG-DEMO-0094,tender,eProcure,https://demo.example.com/signals/sig-demo-0094,Supply of High Speed Diesel for mining fleet and DG sets,"Procurement requirement for 3750 KL HSD diesel for heavy vehicles, backup power, and mining operations.",Dakshin Energy Systems,"Kolkata, West Bengal",Mining,2026-07-10,HSD,CRITICAL
SIG-DEMO-0095,news,Industry RSS,https://demo.example.com/signals/sig-demo-0095,Jute mill adds batching unit in eastern region,Eastern Jute Mills has installed a new jute processing and fiber batching unit for higher production.,Eastern Jute Mills,"Chennai, Tamil Nadu",Jute Manufacturing,2026-07-11,JBO,MEDIUM
SIG-DEMO-0096,tender,Port Tender Portal,https://demo.example.com/signals/sig-demo-0096,Marine bunker fuel requirement for vessel refueling,"Tender for bunker fuel, HSD, and vessel refueling support at port operations.",Frontier Infra Projects,"Hyderabad, Telangana",Shipping,2026-07-12,MARINE_BUNKERS|HSD,CRITICAL
SIG-DEMO-0097,company_page,Company Website,https://demo.example.com/signals/sig-demo-0097,Paint manufacturer opens new resin and thinner line,"Ganga Petrochem Demo requires mineral turpentine oil, solvent 1425, paint thinner, and cleaning solvent for manufacturing.",Ganga Petrochem Demo,"Jaipur, Rajasthan",Paints,2026-07-13,MTO|SOLVENT_1425,HIGH
SIG-DEMO-0098,news,Chemical Industry RSS,https://demo.example.com/signals/sig-demo-0098,Fertilizer complex capacity expansion announced,Himalaya Minerals is expanding fertilizer production and sulfuric acid capacity with molten sulphur handling.,Himalaya Minerals,"Bengaluru, Karnataka",Fertilizers,2026-07-14,SULPHUR,HIGH
SIG-DEMO-0099,company_page,Company Website,https://demo.example.com/signals/sig-demo-0099,Polypropylene unit planned by petrochemical manufacturer,Indus Paints and Coatings disclosed a petrochemical expansion involving propylene and polymer production.,Indus Paints and Coatings,"Pune, Maharashtra",Petrochemicals,2026-07-01,PROPYLENE,HIGH
SIG-DEMO-0100,tender,State Procurement Portal,https://demo.example.com/signals/sig-demo-0100,Light diesel oil requirement for ceramic kilns,"Tender notice for LDO supply to medium speed engines, kilns, and industrial heating units.",Jai Bharat Foods,"Visakhapatnam, Andhra Pradesh",Ceramics,2026-07-02,LDO,CRITICAL
SIG-DEMO-0101,tender,GeM,https://demo.example.com/signals/sig-demo-0101,Tender for Bitumen VG-30 for highway widening package,Supply of 5500 MT bitumen for road construction and paving works near Vadodara. Bid closing within 10 days.,National Highways Authority Demo Unit,"Vadodara, Gujarat",Infrastructure,2026-07-03,BITUMEN,CRITICAL
SIG-DEMO-0102,news,Business News RSS,https://demo.example.com/signals/sig-demo-0102,Steel manufacturer announces new blast furnace capacity,"Bharat Process Industries plans a 5750 MTPA expansion with boilers, furnace operations, and captive power needs.",Bharat Process Industries,"Jamshedpur, Jharkhand",Steel,2026-07-04,FO|LSHS|HSD,HIGH
SIG-DEMO-0103,company_page,Company Website,https://demo.example.com/signals/sig-demo-0103,Edible oil plant expansion with solvent extraction line,Coromandel Demo Chemicals is commissioning a solvent extraction plant and oil mill using hexane recovery systems.,Coromandel Demo Chemicals,"Mumbai, Maharashtra",Edible Oil,2026-07-05,HEXANE,HIGH
SIG-DEMO-0104,tender,eProcure,https://demo.example.com/signals/sig-demo-0104,Supply of High Speed Diesel for mining fleet and DG sets,"Procurement requirement for 6250 KL HSD diesel for heavy vehicles, backup power, and mining operations.",Dakshin Energy Systems,"Kolkata, West Bengal",Mining,2026-07-06,HSD,CRITICAL
SIG-DEMO-0105,news,Industry RSS,https://demo.example.com/signals/sig-demo-0105,Jute mill adds batching unit in eastern region,Eastern Jute Mills has installed a new jute processing and fiber batching unit for higher production.,Eastern Jute Mills,"Chennai, Tamil Nadu",Jute Manufacturing,2026-07-07,JBO,MEDIUM
SIG-DEMO-0106,tender,Port Tender Portal,https://demo.example.com/signals/sig-demo-0106,Marine bunker fuel requirement for vessel refueling,"Tender for bunker fuel, HSD, and vessel refueling support at port operations.",Frontier Infra Projects,"Hyderabad, Telangana",Shipping,2026-07-08,MARINE_BUNKERS|HSD,CRITICAL
SIG-DEMO-0107,company_page,Company Website,https://demo.example.com/signals/sig-demo-0107,Paint manufacturer opens new resin and thinner line,"Ganga Petrochem Demo requires mineral turpentine oil, solvent 1425, paint thinner, and cleaning solvent for manufacturing.",Ganga Petrochem Demo,"Jaipur, Rajasthan",Paints,2026-07-09,MTO|SOLVENT_1425,HIGH
SIG-DEMO-0108,news,Chemical Industry RSS,https://demo.example.com/signals/sig-demo-0108,Fertilizer complex capacity expansion announced,Himalaya Minerals is expanding fertilizer production and sulfuric acid capacity with molten sulphur handling.,Himalaya Minerals,"Bengaluru, Karnataka",Fertilizers,2026-07-10,SULPHUR,HIGH
SIG-DEMO-0109,company_page,Company Website,https://demo.example.com/signals/sig-demo-0109,Polypropylene unit planned by petrochemical manufacturer,Indus Paints and Coatings disclosed a petrochemical expansion involving propylene and polymer production.,Indus Paints and Coatings,"Pune, Maharashtra",Petrochemicals,2026-07-11,PROPYLENE,HIGH
SIG-DEMO-0110,tender,State Procurement Portal,https://demo.example.com/signals/sig-demo-0110,Light diesel oil requirement for ceramic kilns,"Tender notice for LDO supply to medium speed engines, kilns, and industrial heating units.",Jai Bharat Foods,"Visakhapatnam, Andhra Pradesh",Ceramics,2026-07-12,LDO,CRITICAL
SIG-DEMO-0111,tender,GeM,https://demo.example.com/signals/sig-demo-0111,Tender for Bitumen VG-30 for highway widening package,Supply of 8000 MT bitumen for road construction and paving works near Vadodara. Bid closing within 10 days.,National Highways Authority Demo Unit,"Vadodara, Gujarat",Infrastructure,2026-07-13,BITUMEN,CRITICAL
SIG-DEMO-0112,news,Business News RSS,https://demo.example.com/signals/sig-demo-0112,Steel manufacturer announces new blast furnace capacity,"Bharat Process Industries plans a 8250 MTPA expansion with boilers, furnace operations, and captive power needs.",Bharat Process Industries,"Jamshedpur, Jharkhand",Steel,2026-07-14,FO|LSHS|HSD,HIGH
SIG-DEMO-0113,company_page,Company Website,https://demo.example.com/signals/sig-demo-0113,Edible oil plant expansion with solvent extraction line,Coromandel Demo Chemicals is commissioning a solvent extraction plant and oil mill using hexane recovery systems.,Coromandel Demo Chemicals,"Mumbai, Maharashtra",Edible Oil,2026-07-01,HEXANE,HIGH
SIG-DEMO-0114,tender,eProcure,https://demo.example.com/signals/sig-demo-0114,Supply of High Speed Diesel for mining fleet and DG sets,"Procurement requirement for 8750 KL HSD diesel for heavy vehicles, backup power, and mining operations.",Dakshin Energy Systems,"Kolkata, West Bengal",Mining,2026-07-02,HSD,CRITICAL
SIG-DEMO-0115,news,Industry RSS,https://demo.example.com/signals/sig-demo-0115,Jute mill adds batching unit in eastern region,Eastern Jute Mills has installed a new jute processing and fiber batching unit for higher production.,Eastern Jute Mills,"Chennai, Tamil Nadu",Jute Manufacturing,2026-07-03,JBO,MEDIUM
SIG-DEMO-0116,tender,Port Tender Portal,https://demo.example.com/signals/sig-demo-0116,Marine bunker fuel requirement for vessel refueling,"Tender for bunker fuel, HSD, and vessel refueling support at port operations.",Frontier Infra Projects,"Hyderabad, Telangana",Shipping,2026-07-04,MARINE_BUNKERS|HSD,CRITICAL
SIG-DEMO-0117,company_page,Company Website,https://demo.example.com/signals/sig-demo-0117,Paint manufacturer opens new resin and thinner line,"Ganga Petrochem Demo requires mineral turpentine oil, solvent 1425, paint thinner, and cleaning solvent for manufacturing.",Ganga Petrochem Demo,"Jaipur, Rajasthan",Paints,2026-07-05,MTO|SOLVENT_1425,HIGH
SIG-DEMO-0118,news,Chemical Industry RSS,https://demo.example.com/signals/sig-demo-0118,Fertilizer complex capacity expansion announced,Himalaya Minerals is expanding fertilizer production and sulfuric acid capacity with molten sulphur handling.,Himalaya Minerals,"Bengaluru, Karnataka",Fertilizers,2026-07-06,SULPHUR,HIGH
SIG-DEMO-0119,company_page,Company Website,https://demo.example.com/signals/sig-demo-0119,Polypropylene unit planned by petrochemical manufacturer,Indus Paints and Coatings disclosed a petrochemical expansion involving propylene and polymer production.,Indus Paints and Coatings,"Pune, Maharashtra",Petrochemicals,2026-07-07,PROPYLENE,HIGH
SIG-DEMO-0120,tender,State Procurement Portal,https://demo.example.com/signals/sig-demo-0120,Light diesel oil requirement for ceramic kilns,"Tender notice for LDO supply to medium speed engines, kilns, and industrial heating units.",Jai Bharat Foods,"Visakhapatnam, Andhra Pradesh",Ceramics,2026-07-08,LDO,CRITICAL
SIG-DEMO-0121,tender,GeM,https://demo.example.com/signals/sig-demo-0121,Tender for Bitumen VG-30 for highway widening package,Supply of 500 MT bitumen for road construction and paving works near Vadodara. Bid closing within 10 days.,National Highways Authority Demo Unit,"Vadodara, Gujarat",Infrastructure,2026-07-09,BITUMEN,CRITICAL
SIG-DEMO-0122,news,Business News RSS,https://demo.example.com/signals/sig-demo-0122,Steel manufacturer announces new blast furnace capacity,"Bharat Process Industries plans a 750 MTPA expansion with boilers, furnace operations, and captive power needs.",Bharat Process Industries,"Jamshedpur, Jharkhand",Steel,2026-07-10,FO|LSHS|HSD,HIGH
SIG-DEMO-0123,company_page,Company Website,https://demo.example.com/signals/sig-demo-0123,Edible oil plant expansion with solvent extraction line,Coromandel Demo Chemicals is commissioning a solvent extraction plant and oil mill using hexane recovery systems.,Coromandel Demo Chemicals,"Mumbai, Maharashtra",Edible Oil,2026-07-11,HEXANE,HIGH
SIG-DEMO-0124,tender,eProcure,https://demo.example.com/signals/sig-demo-0124,Supply of High Speed Diesel for mining fleet and DG sets,"Procurement requirement for 1250 KL HSD diesel for heavy vehicles, backup power, and mining operations.",Dakshin Energy Systems,"Kolkata, West Bengal",Mining,2026-07-12,HSD,CRITICAL
SIG-DEMO-0125,news,Industry RSS,https://demo.example.com/signals/sig-demo-0125,Jute mill adds batching unit in eastern region,Eastern Jute Mills has installed a new jute processing and fiber batching unit for higher production.,Eastern Jute Mills,"Chennai, Tamil Nadu",Jute Manufacturing,2026-07-13,JBO,MEDIUM
SIG-DEMO-0126,tender,Port Tender Portal,https://demo.example.com/signals/sig-demo-0126,Marine bunker fuel requirement for vessel refueling,"Tender for bunker fuel, HSD, and vessel refueling support at port operations.",Frontier Infra Projects,"Hyderabad, Telangana",Shipping,2026-07-14,MARINE_BUNKERS|HSD,CRITICAL
SIG-DEMO-0127,company_page,Company Website,https://demo.example.com/signals/sig-demo-0127,Paint manufacturer opens new resin and thinner line,"Ganga Petrochem Demo requires mineral turpentine oil, solvent 1425, paint thinner, and cleaning solvent for manufacturing.",Ganga Petrochem Demo,"Jaipur, Rajasthan",Paints,2026-07-01,MTO|SOLVENT_1425,HIGH
SIG-DEMO-0128,news,Chemical Industry RSS,https://demo.example.com/signals/sig-demo-0128,Fertilizer complex capacity expansion announced,Himalaya Minerals is expanding fertilizer production and sulfuric acid capacity with molten sulphur handling.,Himalaya Minerals,"Bengaluru, Karnataka",Fertilizers,2026-07-02,SULPHUR,HIGH
SIG-DEMO-0129,company_page,Company Website,https://demo.example.com/signals/sig-demo-0129,Polypropylene unit planned by petrochemical manufacturer,Indus Paints and Coatings disclosed a petrochemical expansion involving propylene and polymer production.,Indus Paints and Coatings,"Pune, Maharashtra",Petrochemicals,2026-07-03,PROPYLENE,HIGH
SIG-DEMO-0130,tender,State Procurement Portal,https://demo.example.com/signals/sig-demo-0130,Light diesel oil requirement for ceramic kilns,"Tender notice for LDO supply to medium speed engines, kilns, and industrial heating units.",Jai Bharat Foods,"Visakhapatnam, Andhra Pradesh",Ceramics,2026-07-04,LDO,CRITICAL
SIG-DEMO-0131,tender,GeM,https://demo.example.com/signals/sig-demo-0131,Tender for Bitumen VG-30 for highway widening package,Supply of 3000 MT bitumen for road construction and paving works near Vadodara. Bid closing within 10 days.,National Highways Authority Demo Unit,"Vadodara, Gujarat",Infrastructure,2026-07-05,BITUMEN,CRITICAL
SIG-DEMO-0132,news,Business News RSS,https://demo.example.com/signals/sig-demo-0132,Steel manufacturer announces new blast furnace capacity,"Bharat Process Industries plans a 3250 MTPA expansion with boilers, furnace operations, and captive power needs.",Bharat Process Industries,"Jamshedpur, Jharkhand",Steel,2026-07-06,FO|LSHS|HSD,HIGH
SIG-DEMO-0133,company_page,Company Website,https://demo.example.com/signals/sig-demo-0133,Edible oil plant expansion with solvent extraction line,Coromandel Demo Chemicals is commissioning a solvent extraction plant and oil mill using hexane recovery systems.,Coromandel Demo Chemicals,"Mumbai, Maharashtra",Edible Oil,2026-07-07,HEXANE,HIGH
SIG-DEMO-0134,tender,eProcure,https://demo.example.com/signals/sig-demo-0134,Supply of High Speed Diesel for mining fleet and DG sets,"Procurement requirement for 3750 KL HSD diesel for heavy vehicles, backup power, and mining operations.",Dakshin Energy Systems,"Kolkata, West Bengal",Mining,2026-07-08,HSD,CRITICAL
SIG-DEMO-0135,news,Industry RSS,https://demo.example.com/signals/sig-demo-0135,Jute mill adds batching unit in eastern region,Eastern Jute Mills has installed a new jute processing and fiber batching unit for higher production.,Eastern Jute Mills,"Chennai, Tamil Nadu",Jute Manufacturing,2026-07-09,JBO,MEDIUM
SIG-DEMO-0136,tender,Port Tender Portal,https://demo.example.com/signals/sig-demo-0136,Marine bunker fuel requirement for vessel refueling,"Tender for bunker fuel, HSD, and vessel refueling support at port operations.",Frontier Infra Projects,"Hyderabad, Telangana",Shipping,2026-07-10,MARINE_BUNKERS|HSD,CRITICAL
SIG-DEMO-0137,company_page,Company Website,https://demo.example.com/signals/sig-demo-0137,Paint manufacturer opens new resin and thinner line,"Ganga Petrochem Demo requires mineral turpentine oil, solvent 1425, paint thinner, and cleaning solvent for manufacturing.",Ganga Petrochem Demo,"Jaipur, Rajasthan",Paints,2026-07-11,MTO|SOLVENT_1425,HIGH
SIG-DEMO-0138,news,Chemical Industry RSS,https://demo.example.com/signals/sig-demo-0138,Fertilizer complex capacity expansion announced,Himalaya Minerals is expanding fertilizer production and sulfuric acid capacity with molten sulphur handling.,Himalaya Minerals,"Bengaluru, Karnataka",Fertilizers,2026-07-12,SULPHUR,HIGH
SIG-DEMO-0139,company_page,Company Website,https://demo.example.com/signals/sig-demo-0139,Polypropylene unit planned by petrochemical manufacturer,Indus Paints and Coatings disclosed a petrochemical expansion involving propylene and polymer production.,Indus Paints and Coatings,"Pune, Maharashtra",Petrochemicals,2026-07-13,PROPYLENE,HIGH
SIG-DEMO-0140,tender,State Procurement Portal,https://demo.example.com/signals/sig-demo-0140,Light diesel oil requirement for ceramic kilns,"Tender notice for LDO supply to medium speed engines, kilns, and industrial heating units.",Jai Bharat Foods,"Visakhapatnam, Andhra Pradesh",Ceramics,2026-07-14,LDO,CRITICAL
SIG-DEMO-0141,tender,GeM,https://demo.example.com/signals/sig-demo-0141,Tender for Bitumen VG-30 for highway widening package,Supply of 5500 MT bitumen for road construction and paving works near Vadodara. Bid closing within 10 days.,National Highways Authority Demo Unit,"Vadodara, Gujarat",Infrastructure,2026-07-01,BITUMEN,CRITICAL
SIG-DEMO-0142,news,Business News RSS,https://demo.example.com/signals/sig-demo-0142,Steel manufacturer announces new blast furnace capacity,"Bharat Process Industries plans a 5750 MTPA expansion with boilers, furnace operations, and captive power needs.",Bharat Process Industries,"Jamshedpur, Jharkhand",Steel,2026-07-02,FO|LSHS|HSD,HIGH
SIG-DEMO-0143,company_page,Company Website,https://demo.example.com/signals/sig-demo-0143,Edible oil plant expansion with solvent extraction line,Coromandel Demo Chemicals is commissioning a solvent extraction plant and oil mill using hexane recovery systems.,Coromandel Demo Chemicals,"Mumbai, Maharashtra",Edible Oil,2026-07-03,HEXANE,HIGH
SIG-DEMO-0144,tender,eProcure,https://demo.example.com/signals/sig-demo-0144,Supply of High Speed Diesel for mining fleet and DG sets,"Procurement requirement for 6250 KL HSD diesel for heavy vehicles, backup power, and mining operations.",Dakshin Energy Systems,"Kolkata, West Bengal",Mining,2026-07-04,HSD,CRITICAL
SIG-DEMO-0145,news,Industry RSS,https://demo.example.com/signals/sig-demo-0145,Jute mill adds batching unit in eastern region,Eastern Jute Mills has installed a new jute processing and fiber batching unit for higher production.,Eastern Jute Mills,"Chennai, Tamil Nadu",Jute Manufacturing,2026-07-05,JBO,MEDIUM
SIG-DEMO-0146,tender,Port Tender Portal,https://demo.example.com/signals/sig-demo-0146,Marine bunker fuel requirement for vessel refueling,"Tender for bunker fuel, HSD, and vessel refueling support at port operations.",Frontier Infra Projects,"Hyderabad, Telangana",Shipping,2026-07-06,MARINE_BUNKERS|HSD,CRITICAL
SIG-DEMO-0147,company_page,Company Website,https://demo.example.com/signals/sig-demo-0147,Paint manufacturer opens new resin and thinner line,"Ganga Petrochem Demo requires mineral turpentine oil, solvent 1425, paint thinner, and cleaning solvent for manufacturing.",Ganga Petrochem Demo,"Jaipur, Rajasthan",Paints,2026-07-07,MTO|SOLVENT_1425,HIGH
SIG-DEMO-0148,news,Chemical Industry RSS,https://demo.example.com/signals/sig-demo-0148,Fertilizer complex capacity expansion announced,Himalaya Minerals is expanding fertilizer production and sulfuric acid capacity with molten sulphur handling.,Himalaya Minerals,"Bengaluru, Karnataka",Fertilizers,2026-07-08,SULPHUR,HIGH
SIG-DEMO-0149,company_page,Company Website,https://demo.example.com/signals/sig-demo-0149,Polypropylene unit planned by petrochemical manufacturer,Indus Paints and Coatings disclosed a petrochemical expansion involving propylene and polymer production.,Indus Paints and Coatings,"Pune, Maharashtra",Petrochemicals,2026-07-09,PROPYLENE,HIGH
SIG-DEMO-0150,tender,State Procurement Portal,https://demo.example.com/signals/sig-demo-0150,Light diesel oil requirement for ceramic kilns,"Tender notice for LDO supply to medium speed engines, kilns, and industrial heating units.",Jai Bharat Foods,"Visakhapatnam, Andhra Pradesh",Ceramics,2026-07-10,LDO,CRITICAL
SIG-DEMO-0151,tender,GeM,https://demo.example.com/signals/sig-demo-0151,Tender for Bitumen VG-30 for highway widening package,Supply of 8000 MT bitumen for road construction and paving works near Vadodara. Bid closing within 10 days.,National Highways Authority Demo Unit,"Vadodara, Gujarat",Infrastructure,2026-07-11,BITUMEN,CRITICAL
SIG-DEMO-0152,news,Business News RSS,https://demo.example.com/signals/sig-demo-0152,Steel manufacturer announces new blast furnace capacity,"Bharat Process Industries plans a 8250 MTPA expansion with boilers, furnace operations, and captive power needs.",Bharat Process Industries,"Jamshedpur, Jharkhand",Steel,2026-07-12,FO|LSHS|HSD,HIGH
SIG-DEMO-0153,company_page,Company Website,https://demo.example.com/signals/sig-demo-0153,Edible oil plant expansion with solvent extraction line,Coromandel Demo Chemicals is commissioning a solvent extraction plant and oil mill using hexane recovery systems.,Coromandel Demo Chemicals,"Mumbai, Maharashtra",Edible Oil,2026-07-13,HEXANE,HIGH
SIG-DEMO-0154,tender,eProcure,https://demo.example.com/signals/sig-demo-0154,Supply of High Speed Diesel for mining fleet and DG sets,"Procurement requirement for 8750 KL HSD diesel for heavy vehicles, backup power, and mining operations.",Dakshin Energy Systems,"Kolkata, West Bengal",Mining,2026-07-14,HSD,CRITICAL
SIG-DEMO-0155,news,Industry RSS,https://demo.example.com/signals/sig-demo-0155,Jute mill adds batching unit in eastern region,Eastern Jute Mills has installed a new jute processing and fiber batching unit for higher production.,Eastern Jute Mills,"Chennai, Tamil Nadu",Jute Manufacturing,2026-07-01,JBO,MEDIUM
SIG-DEMO-0156,tender,Port Tender Portal,https://demo.example.com/signals/sig-demo-0156,Marine bunker fuel requirement for vessel refueling,"Tender for bunker fuel, HSD, and vessel refueling support at port operations.",Frontier Infra Projects,"Hyderabad, Telangana",Shipping,2026-07-02,MARINE_BUNKERS|HSD,CRITICAL
SIG-DEMO-0157,company_page,Company Website,https://demo.example.com/signals/sig-demo-0157,Paint manufacturer opens new resin and thinner line,"Ganga Petrochem Demo requires mineral turpentine oil, solvent 1425, paint thinner, and cleaning solvent for manufacturing.",Ganga Petrochem Demo,"Jaipur, Rajasthan",Paints,2026-07-03,MTO|SOLVENT_1425,HIGH
SIG-DEMO-0158,news,Chemical Industry RSS,https://demo.example.com/signals/sig-demo-0158,Fertilizer complex capacity expansion announced,Himalaya Minerals is expanding fertilizer production and sulfuric acid capacity with molten sulphur handling.,Himalaya Minerals,"Bengaluru, Karnataka",Fertilizers,2026-07-04,SULPHUR,HIGH
SIG-DEMO-0159,company_page,Company Website,https://demo.example.com/signals/sig-demo-0159,Polypropylene unit planned by petrochemical manufacturer,Indus Paints and Coatings disclosed a petrochemical expansion involving propylene and polymer production.,Indus Paints and Coatings,"Pune, Maharashtra",Petrochemicals,2026-07-05,PROPYLENE,HIGH
SIG-DEMO-0160,tender,State Procurement Portal,https://demo.example.com/signals/sig-demo-0160,Light diesel oil requirement for ceramic kilns,"Tender notice for LDO supply to medium speed engines, kilns, and industrial heating units.",Jai Bharat Foods,"Visakhapatnam, Andhra Pradesh",Ceramics,2026-07-06,LDO,CRITICAL
SIG-DEMO-0161,tender,GeM,https://demo.example.com/signals/sig-demo-0161,Tender for Bitumen VG-30 for highway widening package,Supply of 500 MT bitumen for road construction and paving works near Vadodara. Bid closing within 10 days.,National Highways Authority Demo Unit,"Vadodara, Gujarat",Infrastructure,2026-07-07,BITUMEN,CRITICAL
SIG-DEMO-0162,news,Business News RSS,https://demo.example.com/signals/sig-demo-0162,Steel manufacturer announces new blast furnace capacity,"Bharat Process Industries plans a 750 MTPA expansion with boilers, furnace operations, and captive power needs.",Bharat Process Industries,"Jamshedpur, Jharkhand",Steel,2026-07-08,FO|LSHS|HSD,HIGH
SIG-DEMO-0163,company_page,Company Website,https://demo.example.com/signals/sig-demo-0163,Edible oil plant expansion with solvent extraction line,Coromandel Demo Chemicals is commissioning a solvent extraction plant and oil mill using hexane recovery systems.,Coromandel Demo Chemicals,"Mumbai, Maharashtra",Edible Oil,2026-07-09,HEXANE,HIGH
SIG-DEMO-0164,tender,eProcure,https://demo.example.com/signals/sig-demo-0164,Supply of High Speed Diesel for mining fleet and DG sets,"Procurement requirement for 1250 KL HSD diesel for heavy vehicles, backup power, and mining operations.",Dakshin Energy Systems,"Kolkata, West Bengal",Mining,2026-07-10,HSD,CRITICAL
SIG-DEMO-0165,news,Industry RSS,https://demo.example.com/signals/sig-demo-0165,Jute mill adds batching unit in eastern region,Eastern Jute Mills has installed a new jute processing and fiber batching unit for higher production.,Eastern Jute Mills,"Chennai, Tamil Nadu",Jute Manufacturing,2026-07-11,JBO,MEDIUM
SIG-DEMO-0166,tender,Port Tender Portal,https://demo.example.com/signals/sig-demo-0166,Marine bunker fuel requirement for vessel refueling,"Tender for bunker fuel, HSD, and vessel refueling support at port operations.",Frontier Infra Projects,"Hyderabad, Telangana",Shipping,2026-07-12,MARINE_BUNKERS|HSD,CRITICAL
SIG-DEMO-0167,company_page,Company Website,https://demo.example.com/signals/sig-demo-0167,Paint manufacturer opens new resin and thinner line,"Ganga Petrochem Demo requires mineral turpentine oil, solvent 1425, paint thinner, and cleaning solvent for manufacturing.",Ganga Petrochem Demo,"Jaipur, Rajasthan",Paints,2026-07-13,MTO|SOLVENT_1425,HIGH
SIG-DEMO-0168,news,Chemical Industry RSS,https://demo.example.com/signals/sig-demo-0168,Fertilizer complex capacity expansion announced,Himalaya Minerals is expanding fertilizer production and sulfuric acid capacity with molten sulphur handling.,Himalaya Minerals,"Bengaluru, Karnataka",Fertilizers,2026-07-14,SULPHUR,HIGH
SIG-DEMO-0169,company_page,Company Website,https://demo.example.com/signals/sig-demo-0169,Polypropylene unit planned by petrochemical manufacturer,Indus Paints and Coatings disclosed a petrochemical expansion involving propylene and polymer production.,Indus Paints and Coatings,"Pune, Maharashtra",Petrochemicals,2026-07-01,PROPYLENE,HIGH
SIG-DEMO-0170,tender,State Procurement Portal,https://demo.example.com/signals/sig-demo-0170,Light diesel oil requirement for ceramic kilns,"Tender notice for LDO supply to medium speed engines, kilns, and industrial heating units.",Jai Bharat Foods,"Visakhapatnam, Andhra Pradesh",Ceramics,2026-07-02,LDO,CRITICAL
SIG-DEMO-0171,tender,GeM,https://demo.example.com/signals/sig-demo-0171,Tender for Bitumen VG-30 for highway widening package,Supply of 3000 MT bitumen for road construction and paving works near Vadodara. Bid closing within 10 days.,National Highways Authority Demo Unit,"Vadodara, Gujarat",Infrastructure,2026-07-03,BITUMEN,CRITICAL
SIG-DEMO-0172,news,Business News RSS,https://demo.example.com/signals/sig-demo-0172,Steel manufacturer announces new blast furnace capacity,"Bharat Process Industries plans a 3250 MTPA expansion with boilers, furnace operations, and captive power needs.",Bharat Process Industries,"Jamshedpur, Jharkhand",Steel,2026-07-04,FO|LSHS|HSD,HIGH
SIG-DEMO-0173,company_page,Company Website,https://demo.example.com/signals/sig-demo-0173,Edible oil plant expansion with solvent extraction line,Coromandel Demo Chemicals is commissioning a solvent extraction plant and oil mill using hexane recovery systems.,Coromandel Demo Chemicals,"Mumbai, Maharashtra",Edible Oil,2026-07-05,HEXANE,HIGH
SIG-DEMO-0174,tender,eProcure,https://demo.example.com/signals/sig-demo-0174,Supply of High Speed Diesel for mining fleet and DG sets,"Procurement requirement for 3750 KL HSD diesel for heavy vehicles, backup power, and mining operations.",Dakshin Energy Systems,"Kolkata, West Bengal",Mining,2026-07-06,HSD,CRITICAL
SIG-DEMO-0175,news,Industry RSS,https://demo.example.com/signals/sig-demo-0175,Jute mill adds batching unit in eastern region,Eastern Jute Mills has installed a new jute processing and fiber batching unit for higher production.,Eastern Jute Mills,"Chennai, Tamil Nadu",Jute Manufacturing,2026-07-07,JBO,MEDIUM
SIG-DEMO-0176,tender,Port Tender Portal,https://demo.example.com/signals/sig-demo-0176,Marine bunker fuel requirement for vessel refueling,"Tender for bunker fuel, HSD, and vessel refueling support at port operations.",Frontier Infra Projects,"Hyderabad, Telangana",Shipping,2026-07-08,MARINE_BUNKERS|HSD,CRITICAL
SIG-DEMO-0177,company_page,Company Website,https://demo.example.com/signals/sig-demo-0177,Paint manufacturer opens new resin and thinner line,"Ganga Petrochem Demo requires mineral turpentine oil, solvent 1425, paint thinner, and cleaning solvent for manufacturing.",Ganga Petrochem Demo,"Jaipur, Rajasthan",Paints,2026-07-09,MTO|SOLVENT_1425,HIGH
SIG-DEMO-0178,news,Chemical Industry RSS,https://demo.example.com/signals/sig-demo-0178,Fertilizer complex capacity expansion announced,Himalaya Minerals is expanding fertilizer production and sulfuric acid capacity with molten sulphur handling.,Himalaya Minerals,"Bengaluru, Karnataka",Fertilizers,2026-07-10,SULPHUR,HIGH
